question,prompt,code,asserts
Write a program to find the sum of the series 1/2 + 2/3 + 3/4 + 4/5 + ... up to N terms.,"<s>[INST] <<SYS>>
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks
<</SYS>>


[Question]
        
Write a program to find the sum of the series 1/2 + 2/3 + 3/4 + 4/5 + ... up to N terms.

assert sumOfFractionSeries(3) == 1.8333333333333333
assert sumOfFractionSeries(7) == 5.254761904761905
assert sumOfFractionSeries(10) == 7.0710678118654755

[/Question] [/INST] [Code]

def sumOfFractionSeries(n):
    sum = 0.0
    for i in range(1, n + 1):
        sum += i / (i + 1)
    return sum 

[/Code]
[/STOP] </s>","def sumOfFractionSeries(n):
    sum = 0.0
    for i in range(1, n + 1):
        sum += i / (i + 1)
    return sum","assert sumOfFractionSeries(3) == 1.8333333333333333
assert sumOfFractionSeries(5) == 3.5500000000000003
assert sumOfFractionSeries(7) == 5.254761904761905
assert sumOfFractionSeries(1) == 0.5
assert sumOfFractionSeries(10) == 7.0710678118654755"
"Identify the Prime Number Pattern: Given a positive integer n, write a program to generate a pattern where each number in the pattern is replaced by 'P' if the number is prime and 'NP' if the number is not prime.","<s>[INST] <<SYS>>
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks
<</SYS>>


[Question]
        
Identify the Prime Number Pattern: Given a positive integer n, write a program to generate a pattern where each number in the pattern is replaced by 'P' if the number is prime and 'NP' if the number is not prime.



[/Question] [/INST] [Code]

def is_prime(num: int) -> bool:
    if num < 2:
        return False
    for i in range(2, int(num ** 0.5) + 1):
        if num % i == 0:
            return False
    return True

def generatePrimeNumberPattern(n: int) -> None:
    for i in range(1, n + 1):
        if is_prime(i):
            print(""P"", end="" "")
        else:
            print(""NP"", end="" "")
        print() 

[/Code]
[/STOP] </s>","def is_prime(num: int) -> bool:
    if num < 2:
        return False
    for i in range(2, int(num ** 0.5) + 1):
        if num % i == 0:
            return False
    return True

def generatePrimeNumberPattern(n: int) -> None:
    for i in range(1, n + 1):
        if is_prime(i):
            print(""P"", end="" "")
        else:
            print(""NP"", end="" "")
        print()",
You are required to write a pseudo-random number generator that generates a 6-digit integer. The generator should ensure that the sum of the digits of the generated number is divisible by 7 and forms a palindromic pattern.,"<s>[INST] <<SYS>>
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks
<</SYS>>


[Question]
        
You are required to write a pseudo-random number generator that generates a 6-digit integer. The generator should ensure that the sum of the digits of the generated number is divisible by 7 and forms a palindromic pattern.



[/Question] [/INST] [Code]

import random

def generatePalindromicNumber():
    while True:
        num = random.randint(100000, 999999)
        if sum(int(digit) for digit in str(num)) % 7 == 0 and str(num) == str(num)[::-1]:
            return num 

[/Code]
[/STOP] </s>","import random

def generatePalindromicNumber():
    while True:
        num = random.randint(100000, 999999)
        if sum(int(digit) for digit in str(num)) % 7 == 0 and str(num) == str(num)[::-1]:
            return num","assert generatePalindromicNumber() % 7 == 0
assert str(generatePalindromicNumber()) == str(generatePalindromicNumber())[::-1]"
Write a function to count the number of trailing zeros in the factorial of a given integer N. The factorial of a non-negative integer N is the product of all positive integers less than or equal to N.,"<s>[INST] <<SYS>>
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks
<</SYS>>


[Question]
        
Write a function to count the number of trailing zeros in the factorial of a given integer N. The factorial of a non-negative integer N is the product of all positive integers less than or equal to N.



[/Question] [/INST] [Code]

def count_trailing_zeros_in_factorial(N: int) -> int:
	count = 0
	i = 5
	while (N / i >= 1):
		count += N // i
		i *= 5
	return count 

[/Code]
[/STOP] </s>","def count_trailing_zeros_in_factorial(N: int) -> int:
	count = 0
	i = 5
	while (N / i >= 1):
		count += N // i
		i *= 5
	return count","assert count_trailing_zeros_in_factorial(5)==1
assert count_trailing_zeros_in_factorial(10)==2
assert count_trailing_zeros_in_factorial(15)==3
assert count_trailing_zeros_in_factorial(20)==4
assert count_trailing_zeros_in_factorial(25)==6"
You are given a list of numbers and a target number. Your task is to filter the list to contain only subsets of numbers whose sum matches the target number.,"<s>[INST] <<SYS>>
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks
<</SYS>>


[Question]
        
You are given a list of numbers and a target number. Your task is to filter the list to contain only subsets of numbers whose sum matches the target number.

assert filterSubsetWithSum([2, 4, 6, 8, 10], 14) == [[4, 10], [2, 4, 8]]

[/Question] [/INST] [Code]

def filterSubsetWithSum(nums, target):
    result = []
    for i in range(1, 2**len(nums)):
        subset = [nums[j] for j in range(len(nums)) if (i >> j) & 1]
        if sum(subset) == target:
            result.append(subset)
    return result 

[/Code]
[/STOP] </s>","def filterSubsetWithSum(nums, target):
    result = []
    for i in range(1, 2**len(nums)):
        subset = [nums[j] for j in range(len(nums)) if (i >> j) & 1]
        if sum(subset) == target:
            result.append(subset)
    return result","assert filterSubsetWithSum([1, 2, 3, 4, 5], 8) == [[3, 5], [1, 2, 5]]
assert filterSubsetWithSum([4, 6, 8, 2, 3], 10) == [[6, 2, 3], [8, 2]]
assert filterSubsetWithSum([10, 20, 30, 40, 50], 60) == [[10, 20, 30], [20, 40]]
assert filterSubsetWithSum([2, 4, 6, 8, 10], 14) == [[4, 10], [2, 4, 8]]"
"Given a 2D matrix of strictly positive integers, you need to find the sum of cubes of integers formed by concatenating the numbers along every row. If the concatenated integer is not a perfect cube, skip it. Return the sum of all such perfect cube numbers.

Write a function `sumOfPerfectCubeConcatenations` to solve the problem.","<s>[INST] <<SYS>>
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks
<</SYS>>


[Question]
        
Given a 2D matrix of strictly positive integers, you need to find the sum of cubes of integers formed by concatenating the numbers along every row. If the concatenated integer is not a perfect cube, skip it. Return the sum of all such perfect cube numbers.

Write a function `sumOfPerfectCubeConcatenations` to solve the problem.

assert sumOfPerfectCubeConcatenations([[123, 456, 789], [987, 654, 321]]) == 111477
assert sumOfPerfectCubeConcatenations([[1, 2, 3], [4, 5, 6], [7, 8, 9]]) == 729
assert sumOfPerfectCubeConcatenations([[11, 22], [33, 44]]) == 0

[/Question] [/INST] [Code]

from typing import List

def isPerfectCube(n: int) -> bool:
    return round(n ** (1/3)) ** 3 == n

def sumOfPerfectCubeConcatenations(matrix: List[List[int]]) -> int:
    concat_nums = []
    for row in matrix:
        num_str = ''.join(map(str, row))
        concat_nums.append(int(num_str))
    return sum(num for num in concat_nums if isPerfectCube(num)) 

[/Code]
[/STOP] </s>","from typing import List

def isPerfectCube(n: int) -> bool:
    return round(n ** (1/3)) ** 3 == n

def sumOfPerfectCubeConcatenations(matrix: List[List[int]]) -> int:
    concat_nums = []
    for row in matrix:
        num_str = ''.join(map(str, row))
        concat_nums.append(int(num_str))
    return sum(num for num in concat_nums if isPerfectCube(num))","assert sumOfPerfectCubeConcatenations([[1, 2, 3], [4, 5, 6], [7, 8, 9]]) == 729
assert sumOfPerfectCubeConcatenations([[123, 456, 789], [987, 654, 321]]) == 111477
assert sumOfPerfectCubeConcatenations([[11, 22], [33, 44]]) == 0"
Write a function to calculate the sum of the first n natural numbers using exponentiation and iteration for manipulation.,"<s>[INST] <<SYS>>
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks
<</SYS>>


[Question]
        
Write a function to calculate the sum of the first n natural numbers using exponentiation and iteration for manipulation.

assert sumOfFirstN(25)==325
assert sumOfFirstN(100)==5050
assert sumOfFirstN(5)==15

[/Question] [/INST] [Code]

def sumOfFirstN(n: int) -> int:
    return n*(n+1)//2 

[/Code]
[/STOP] </s>","def sumOfFirstN(n: int) -> int:
    return n*(n+1)//2","assert sumOfFirstN(5)==15
assert sumOfFirstN(10)==55
assert sumOfFirstN(15)==120
assert sumOfFirstN(20)==210
assert sumOfFirstN(25)==325
assert sumOfFirstN(50)==1275
assert sumOfFirstN(100)==5050"
"Given a 2D array of n planes, where each plane contains a list of numbers, find all the possible expressions to represent the unreachable abundant numbers which are smaller than n, and have repeated digits in their individual planes.","<s>[INST] <<SYS>>
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks
<</SYS>>


[Question]
        
Given a 2D array of n planes, where each plane contains a list of numbers, find all the possible expressions to represent the unreachable abundant numbers which are smaller than n, and have repeated digits in their individual planes.

    [11, 22, 33]
    [21, 43, 65],
assert findUnreachableAbundantNumbers(arr, 2) == [12, 21, 65]
assert findUnreachableAbundantNumbers(arr, 5) == [12, 21, 65, 11, 22, 33]

[/Question] [/INST] [Code]

def findUnreachableAbundantNumbers(arr: List[List[int]], n: int) -> List[int]:
    def isAbundant(num):
        # Add code to check if a number is abundant
        pass

    unreachable = set()
    for i in range(1, n):
        for plane in arr:
            for num in plane:
                if isAbundant(num) and len(set(str(num))) != len(str(num)):
                    unreachable.add(num)
    return list(unreachable) 

[/Code]
[/STOP] </s>","def findUnreachableAbundantNumbers(arr: List[List[int]], n: int) -> List[int]:
    def isAbundant(num):
        # Add code to check if a number is abundant
        pass

    unreachable = set()
    for i in range(1, n):
        for plane in arr:
            for num in plane:
                if isAbundant(num) and len(set(str(num))) != len(str(num)):
                    unreachable.add(num)
    return list(unreachable)","arr = [
    [12, 34, 56],
    [21, 43, 65],
    [11, 22, 33]
]
assert findUnreachableAbundantNumbers(arr, 3) == [12, 21, 65, 11, 22, 33]
assert findUnreachableAbundantNumbers(arr, 4) == [12, 21, 65, 11, 22, 33]
assert findUnreachableAbundantNumbers(arr, 2) == [12, 21, 65]
assert findUnreachableAbundantNumbers(arr, 5) == [12, 21, 65, 11, 22, 33]"
"You are given a singly linked list that contains N integers. The list is such that every node in it contains a valid odd fibonacci number. Your task is to find the mean of all distinct odd fibonacci numbers in the list. If a particular odd fibonacci number occurs multiple times in the list, it should only be counted once in the mean calculation.

Write a program to find the mean of all distinct odd fibonacci numbers in the given linked list.","<s>[INST] <<SYS>>
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks
<</SYS>>


[Question]
        
You are given a singly linked list that contains N integers. The list is such that every node in it contains a valid odd fibonacci number. Your task is to find the mean of all distinct odd fibonacci numbers in the list. If a particular odd fibonacci number occurs multiple times in the list, it should only be counted once in the mean calculation.

Write a program to find the mean of all distinct odd fibonacci numbers in the given linked list.



[/Question] [/INST] [Code]

class ListNode:
   def __init__(self, value=0, next=None):
       self.value = value
       self.next = next

def meanOfDistinctOddFibNodes(head: ListNode) -> float:
   fib = [1, 1]
   while fib[-1] + fib[-2] < 10**9:
       fib.append(fib[-1] + fib[-2])
   sum_values = 0
   count_values = 0
   distinct_numbers = set()
   current_node = head
   while current_node:
       if current_node.value in fib and current_node.value not in distinct_numbers:
           sum_values += current_node.value
           count_values += 1
           distinct_numbers.add(current_node.value)
       current_node = current_node.next
   if count_values == 0:
       return 0
   return sum_values / count_values 

[/Code]
[/STOP] </s>","class ListNode:
   def __init__(self, value=0, next=None):
       self.value = value
       self.next = next

def meanOfDistinctOddFibNodes(head: ListNode) -> float:
   fib = [1, 1]
   while fib[-1] + fib[-2] < 10**9:
       fib.append(fib[-1] + fib[-2])
   sum_values = 0
   count_values = 0
   distinct_numbers = set()
   current_node = head
   while current_node:
       if current_node.value in fib and current_node.value not in distinct_numbers:
           sum_values += current_node.value
           count_values += 1
           distinct_numbers.add(current_node.value)
       current_node = current_node.next
   if count_values == 0:
       return 0
   return sum_values / count_values","#
 
L
i
n
k
e
d
 
L
i
s
t
:
 
2
 
-
>
 
3
 
-
>
 
5
 
-
>
 
8
 
-
>
 
5


n
o
d
e
1
 
=
 
L
i
s
t
N
o
d
e
(
2
)


n
o
d
e
2
 
=
 
L
i
s
t
N
o
d
e
(
3
)


n
o
d
e
3
 
=
 
L
i
s
t
N
o
d
e
(
5
)


n
o
d
e
4
 
=
 
L
i
s
t
N
o
d
e
(
8
)


n
o
d
e
5
 
=
 
L
i
s
t
N
o
d
e
(
5
)


n
o
d
e
1
.
n
e
x
t
 
=
 
n
o
d
e
2


n
o
d
e
2
.
n
e
x
t
 
=
 
n
o
d
e
3


n
o
d
e
3
.
n
e
x
t
 
=
 
n
o
d
e
4


n
o
d
e
4
.
n
e
x
t
 
=
 
n
o
d
e
5


a
s
s
e
r
t
 
m
e
a
n
O
f
D
i
s
t
i
n
c
t
O
d
d
F
i
b
N
o
d
e
s
(
n
o
d
e
1
)
 
=
=
 
4
.
0


#
 
L
i
n
k
e
d
 
L
i
s
t
:
 
1
 
-
>
 
1
 
-
>
 
2
 
-
>
 
3
 
-
>
 
5
 
-
>
 
8


n
o
d
e
6
 
=
 
L
i
s
t
N
o
d
e
(
1
)


n
o
d
e
7
 
=
 
L
i
s
t
N
o
d
e
(
1
)


n
o
d
e
8
 
=
 
L
i
s
t
N
o
d
e
(
2
)


n
o
d
e
9
 
=
 
L
i
s
t
N
o
d
e
(
3
)


n
o
d
e
1
0
 
=
 
L
i
s
t
N
o
d
e
(
5
)


n
o
d
e
1
1
 
=
 
L
i
s
t
N
o
d
e
(
8
)


n
o
d
e
6
.
n
e
x
t
 
=
 
n
o
d
e
7


n
o
d
e
7
.
n
e
x
t
 
=
 
n
o
d
e
8


n
o
d
e
8
.
n
e
x
t
 
=
 
n
o
d
e
9


n
o
d
e
9
.
n
e
x
t
 
=
 
n
o
d
e
1
0


n
o
d
e
1
0
.
n
e
x
t
 
=
 
n
o
d
e
1
1


a
s
s
e
r
t
 
m
e
a
n
O
f
D
i
s
t
i
n
c
t
O
d
d
F
i
b
N
o
d
e
s
(
n
o
d
e
6
)
 
=
=
 
2
.
0"
"Find the next number in the sequence: 1, 4, 9, 16, 25, ...","<s>[INST] <<SYS>>
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks
<</SYS>>


[Question]
        
Find the next number in the sequence: 1, 4, 9, 16, 25, ...

assert nextNumberInSequence(1) == 4
assert nextNumberInSequence(10) == 121
assert nextNumberInSequence(6) == 49
assert nextNumberInSequence(8) == 81

[/Question] [/INST] [Code]

def nextNumberInSequence(n: int) -> int:
    return (n+1)*(n+1) 

[/Code]
[/STOP] </s>","def nextNumberInSequence(n: int) -> int:
    return (n+1)*(n+1)","assert nextNumberInSequence(5) == 36
assert nextNumberInSequence(10) == 121
assert nextNumberInSequence(3) == 16
assert nextNumberInSequence(8) == 81
assert nextNumberInSequence(6) == 49
assert nextNumberInSequence(1) == 4
assert nextNumberInSequence(15) == 256
assert nextNumberInSequence(20) == 441"
