question,prompt,code,asserts
"Given three positive integer n1, n2 and n3, the task is to check if they are adjacent primes or not. Return True if the three numbers are adjacent primes otherwise return False. Adjacent primes: In Mathematics, if three numbers are prime numbers and the absolute difference between consecutive numbers is 2, then the three numbers are called as adjacent primes.","<|im_start|>system
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks<|im_end|>
<|im_start|>user

[Question]
        
Given three positive integer n1, n2 and n3, the task is to check if they are adjacent primes or not. Return True if the three numbers are adjacent primes otherwise return False. Adjacent primes: In Mathematics, if three numbers are prime numbers and the absolute difference between consecutive numbers is 2, then the three numbers are called as adjacent primes.

a

[/Question]
<|im_end|>
<|im_start|>assistant


[Code]

import math 

def isPrime(n: int):
	if n <= 1: 
		return False
	if n <= 3: 
		return True
	if n % 2 == 0 or n % 3 == 0: 
		return False
	for i in range(5, int(math.sqrt(n) + 1), 6):
		if n % i == 0 or n % (i + 2) == 0:
			return False
	return True

def areAdjacentPrimes(n1: int, n2: int, n3: int) -> bool:
    if (abs(n1 - n2) == 2 and isPrime(n1) and isPrime(n2) and isPrime(n3)) or (abs(n2 - n3) == 2 and isPrime(n2) and isPrime(n3) and isPrime(n1)):
        return True
    return False 

[/Code]
[/STOP]<|im_end|>
","import math 

def isPrime(n: int):
	if n <= 1: 
		return False
	if n <= 3: 
		return True
	if n % 2 == 0 or n % 3 == 0: 
		return False
	for i in range(5, int(math.sqrt(n) + 1), 6):
		if n % i == 0 or n % (i + 2) == 0:
			return False
	return True

def areAdjacentPrimes(n1: int, n2: int, n3: int) -> bool:
    if (abs(n1 - n2) == 2 and isPrime(n1) and isPrime(n2) and isPrime(n3)) or (abs(n2 - n3) == 2 and isPrime(n2) and isPrime(n3) and isPrime(n1)):
        return True
    return False","a
s
s
e
r
t
 
a
r
e
A
d
j
a
c
e
n
t
P
r
i
m
e
s
(
3
,
 
5
,
 
7
)
 
=
=
 
T
r
u
e


a
s
s
e
r
t
 
a
r
e
A
d
j
a
c
e
n
t
P
r
i
m
e
s
(
1
1
,
 
1
3
,
 
1
7
)
 
=
=
 
T
r
u
e


a
s
s
e
r
t
 
a
r
e
A
d
j
a
c
e
n
t
P
r
i
m
e
s
(
2
,
 
3
,
 
5
)
 
=
=
 
F
a
l
s
e


a
s
s
e
r
t
 
a
r
e
A
d
j
a
c
e
n
t
P
r
i
m
e
s
(
7
,
 
1
1
,
 
1
3
)
 
=
=
 
F
a
l
s
e


a
s
s
e
r
t
 
a
r
e
A
d
j
a
c
e
n
t
P
r
i
m
e
s
(
1
9
,
 
2
3
,
 
2
9
)
 
=
=
 
T
r
u
e


a
s
s
e
r
t
 
a
r
e
A
d
j
a
c
e
n
t
P
r
i
m
e
s
(
3
1
,
 
3
7
,
 
4
1
)
 
=
=
 
F
a
l
s
e"
"You are given a graph with 'n' vertices and 'm' edges arranged in a specific order. The task is to validate whether the given arrangement of edges forms a connected graph. A connected graph is a graph in which there is a path between every pair of vertices.

Write a function to determine if the given arrangement of edges forms a connected graph.","<|im_start|>system
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks<|im_end|>
<|im_start|>user

[Question]
        
You are given a graph with 'n' vertices and 'm' edges arranged in a specific order. The task is to validate whether the given arrangement of edges forms a connected graph. A connected graph is a graph in which there is a path between every pair of vertices.

Write a function to determine if the given arrangement of edges forms a connected graph.

assert isConnectedGraph(5, [[0, 1], [1, 2], [2, 3], [3, 4]]) == True
assert isConnectedGraph(4, [[0, 1], [1, 2], [2, 3]]) == True

[/Question]
<|im_end|>
<|im_start|>assistant


[Code]

def isConnectedGraph(n: int, edges: list) -> bool:
    if len(edges) < n-1:
        return False
    parent = list(range(n))
    size = [1]*n
    
    def find(x):
        if x != parent[x]:
            parent[x] = find(parent[x])
        return parent[x]
    
    def union(u, v):
        pu, pv = find(u), find(v)
        if size[pu] < size[pv]:
            pu, pv = pv, pu
        if pu != pv:
            size[pv] += size[pu]
            parent[pu] = pv
    
    for edge in edges:
        u, v = edge
        if find(u) != find(v):
            union(u, v)
    
    num_of_components = sum(1 for i in range(n) if parent[i] == i)
    
    return num_of_components == 1 

[/Code]
[/STOP]<|im_end|>
","def isConnectedGraph(n: int, edges: list) -> bool:
    if len(edges) < n-1:
        return False
    parent = list(range(n))
    size = [1]*n
    
    def find(x):
        if x != parent[x]:
            parent[x] = find(parent[x])
        return parent[x]
    
    def union(u, v):
        pu, pv = find(u), find(v)
        if size[pu] < size[pv]:
            pu, pv = pv, pu
        if pu != pv:
            size[pv] += size[pu]
            parent[pu] = pv
    
    for edge in edges:
        u, v = edge
        if find(u) != find(v):
            union(u, v)
    
    num_of_components = sum(1 for i in range(n) if parent[i] == i)
    
    return num_of_components == 1","assert isConnectedGraph(4, [[0, 1], [1, 2], [2, 3]]) == True
assert isConnectedGraph(4, [[0, 1], [1, 2]]) == False
assert isConnectedGraph(5, [[0, 1], [1, 2], [2, 3], [3, 4]]) == True
assert isConnectedGraph(5, [[0, 1], [2, 3], [3, 4]]) == False"
"Given an array of integers, rearrange the array alternately such that every second element of the array is greater than its left and right elements. If no such arrangement is possible, return False.","<|im_start|>system
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks<|im_end|>
<|im_start|>user

[Question]
        
Given an array of integers, rearrange the array alternately such that every second element of the array is greater than its left and right elements. If no such arrangement is possible, return False.

assert rearrangeArray([1, 2, 3, 4, 5, 6]) == [4, 3, 5, 2, 6, 1]
assert rearrangeArray([1, 2, 3, 4, 5, 6, 7, 8]) == False

[/Question]
<|im_end|>
<|im_start|>assistant


[Code]

def rearrangeArray(arr: list) -> Union[list, bool]:
    arr.sort()
    n = len(arr)
    if n % 2 == 0:
        mid = n // 2
    else:
        mid = n // 2 + 1
    left, right = arr[:mid], arr[mid:]
    result = []
    for i in range(mid):
        result.append(right[i])
        if i < len(left):
            result.append(left[i])
    for i in range(1, n):
        if result[i] <= result[i-1]:
            return False
    return result 

[/Code]
[/STOP]<|im_end|>
","def rearrangeArray(arr: list) -> Union[list, bool]:
    arr.sort()
    n = len(arr)
    if n % 2 == 0:
        mid = n // 2
    else:
        mid = n // 2 + 1
    left, right = arr[:mid], arr[mid:]
    result = []
    for i in range(mid):
        result.append(right[i])
        if i < len(left):
            result.append(left[i])
    for i in range(1, n):
        if result[i] <= result[i-1]:
            return False
    return result","assert rearrangeArray([1, 2, 3, 4, 5]) == [3, 2, 5, 4, 1]
assert rearrangeArray([1, 2, 3, 4, 5, 6]) == [4, 3, 5, 2, 6, 1]
assert rearrangeArray([1, 2, 3, 4, 5, 6, 7]) == [4, 3, 5, 2, 6, 1, 7]
assert rearrangeArray([1, 2, 3, 4, 5, 6, 7, 8]) == False"
"You are given a line equation in the form of y = m * x + c and a point (x, y). The task is to check whether the given point lies on the given line equation or not. If the point lies on the line, return True; otherwise, return False.","<|im_start|>system
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks<|im_end|>
<|im_start|>user

[Question]
        
You are given a line equation in the form of y = m * x + c and a point (x, y). The task is to check whether the given point lies on the given line equation or not. If the point lies on the line, return True; otherwise, return False.

e
i
a
e

[/Question]
<|im_end|>
<|im_start|>assistant


[Code]

def isPointOnLine(m: float, c: float, x: float, y: float) -> bool:
    return y == m * x + c 

[/Code]
[/STOP]<|im_end|>
","def isPointOnLine(m: float, c: float, x: float, y: float) -> bool:
    return y == m * x + c","a
s
s
e
r
t
 
i
s
P
o
i
n
t
O
n
L
i
n
e
(
2
,
 
1
,
 
2
,
 
5
)
=
=
T
r
u
e


a
s
s
e
r
t
 
i
s
P
o
i
n
t
O
n
L
i
n
e
(
3
,
 
4
,
 
5
,
 
6
)
=
=
F
a
l
s
e


a
s
s
e
r
t
 
i
s
P
o
i
n
t
O
n
L
i
n
e
(
-
1
,
 
0
,
 
0
,
 
0
)
=
=
T
r
u
e


a
s
s
e
r
t
 
i
s
P
o
i
n
t
O
n
L
i
n
e
(
0
,
 
5
,
 
3
,
 
5
)
=
=
F
a
l
s
e


a
s
s
e
r
t
 
i
s
P
o
i
n
t
O
n
L
i
n
e
(
1
,
 
2
,
 
1
,
 
3
)
=
=
T
r
u
e


a
s
s
e
r
t
 
i
s
P
o
i
n
t
O
n
L
i
n
e
(
-
2
,
 
3
,
 
5
,
 
-
7
)
=
=
T
r
u
e"
"Write a function to determine if the product of the digits of a given positive integer is greater than the sum of its digits. If the product is greater, return True; otherwise, return False.

For example, if the given number is 38, we can see that:
Product of digits = 3 * 8 = 24
Sum of digits = 3 + 8 = 11
As the product of the digits (24) is greater than the sum of the digits (11), the expected output would be True.

Complete the function to perform the comparison.","<|im_start|>system
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks<|im_end|>
<|im_start|>user

[Question]
        
Write a function to determine if the product of the digits of a given positive integer is greater than the sum of its digits. If the product is greater, return True; otherwise, return False.

For example, if the given number is 38, we can see that:
Product of digits = 3 * 8 = 24
Sum of digits = 3 + 8 = 11
As the product of the digits (24) is greater than the sum of the digits (11), the expected output would be True.

Complete the function to perform the comparison.

assert productGreaterThanSum(38)==True
assert productGreaterThanSum(456)==True
assert productGreaterThanSum(111)==False
assert productGreaterThanSum(789)==False

[/Question]
<|im_end|>
<|im_start|>assistant


[Code]

def productGreaterThanSum(n: int) -> bool :
    product_of_digits = 1
    sum_of_digits = 0

    while n > 0:
        digit = n % 10
        product_of_digits *= digit
        sum_of_digits += digit
        n = n // 10

    return product_of_digits > sum_of_digits 

[/Code]
[/STOP]<|im_end|>
","def productGreaterThanSum(n: int) -> bool :
    product_of_digits = 1
    sum_of_digits = 0

    while n > 0:
        digit = n % 10
        product_of_digits *= digit
        sum_of_digits += digit
        n = n // 10

    return product_of_digits > sum_of_digits","assert productGreaterThanSum(38)==True
assert productGreaterThanSum(12)==False
assert productGreaterThanSum(456)==True
assert productGreaterThanSum(789)==False
assert productGreaterThanSum(111)==False"
"You are given a 2D grid of numbers where each cell represents a number. You need to write a function to determine if the sum of all numbers in any subgrid (including single cell) is divisible by a given number. Return True if such subgrid exists, else return False.","<|im_start|>system
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks<|im_end|>
<|im_start|>user

[Question]
        
You are given a 2D grid of numbers where each cell represents a number. You need to write a function to determine if the sum of all numbers in any subgrid (including single cell) is divisible by a given number. Return True if such subgrid exists, else return False.

assert isSubgridDivisible(grid1, 10) == True
assert isSubgridDivisible(grid2, 10) == False

[/Question]
<|im_end|>
<|im_start|>assistant


[Code]

def isSubgridDivisible(grid: List[List[int]], target: int) -> bool:
    rows, cols = len(grid), len(grid[0])
    prefix_sum = [[0]*(cols+1) for _ in range(rows+1)]
    
    for i in range(1, rows+1):
        for j in range(1, cols+1):
            prefix_sum[i][j] = grid[i-1][j-1] + prefix_sum[i-1][j] + prefix_sum[i][j-1] - prefix_sum[i-1][j-1]
    
    for r1 in range(1, rows+1):
        for c1 in range(1, cols+1):
            for r2 in range(r1, rows+1):
                for c2 in range(c1, cols+1):
                    subgrid_sum = prefix_sum[r2][c2] - prefix_sum[r1-1][c2] - prefix_sum[r2][c1-1] + prefix_sum[r1-1][c1-1]
                    if subgrid_sum % target == 0:
                        return True
    return False 

[/Code]
[/STOP]<|im_end|>
","def isSubgridDivisible(grid: List[List[int]], target: int) -> bool:
    rows, cols = len(grid), len(grid[0])
    prefix_sum = [[0]*(cols+1) for _ in range(rows+1)]
    
    for i in range(1, rows+1):
        for j in range(1, cols+1):
            prefix_sum[i][j] = grid[i-1][j-1] + prefix_sum[i-1][j] + prefix_sum[i][j-1] - prefix_sum[i-1][j-1]
    
    for r1 in range(1, rows+1):
        for c1 in range(1, cols+1):
            for r2 in range(r1, rows+1):
                for c2 in range(c1, cols+1):
                    subgrid_sum = prefix_sum[r2][c2] - prefix_sum[r1-1][c2] - prefix_sum[r2][c1-1] + prefix_sum[r1-1][c1-1]
                    if subgrid_sum % target == 0:
                        return True
    return False","grid1 = [
    [1, 2, 3],
    [4, 5, 6],
    [7, 8, 9]
]
grid2 = [
    [4, 7, 1],
    [2, 6, 5],
    [3, 8, 9]
]
assert isSubgridDivisible(grid1, 6) == True
assert isSubgridDivisible(grid1, 10) == True
assert isSubgridDivisible(grid2, 10) == False
assert isSubgridDivisible(grid2, 15) == True
assert isSubgridDivisible(grid2, 5) == True"
"Given a positive number N, write a function to determine if it can be expressed as the sum of distinct powers of 3. You are required to return True if such an instance exists and False otherwise.

For example, if N=13, the function should return True because 13 can be expressed as 3^2 + 3^1.","<|im_start|>system
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks<|im_end|>
<|im_start|>user

[Question]
        
Given a positive number N, write a function to determine if it can be expressed as the sum of distinct powers of 3. You are required to return True if such an instance exists and False otherwise.

For example, if N=13, the function should return True because 13 can be expressed as 3^2 + 3^1.

assert isSumOfDistinctPowersOfThree(40)==True
assert isSumOfDistinctPowersOfThree(39)==True

[/Question]
<|im_end|>
<|im_start|>assistant


[Code]

def isSumOfDistinctPowersOfThree(N: int) -> bool:
	p = 1
	while p < N: 
		p *= 3
	while N: 
		p /= 3 
		if p <= N: 
			N -= p
	return N==0 

[/Code]
[/STOP]<|im_end|>
","def isSumOfDistinctPowersOfThree(N: int) -> bool:
	p = 1
	while p < N: 
		p *= 3
	while N: 
		p /= 3 
		if p <= N: 
			N -= p
	return N==0","assert isSumOfDistinctPowersOfThree(13)==True
assert isSumOfDistinctPowersOfThree(20)==False
assert isSumOfDistinctPowersOfThree(40)==True
assert isSumOfDistinctPowersOfThree(15)==False
assert isSumOfDistinctPowersOfThree(39)==True"
You are given a list of integers. Write a program to check if the middle elements of the list forms a binary representation of an integer that is unset in the given range.,"<|im_start|>system
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks<|im_end|>
<|im_start|>user

[Question]
        
You are given a list of integers. Write a program to check if the middle elements of the list forms a binary representation of an integer that is unset in the given range.



[/Question]
<|im_end|>
<|im_start|>assistant


[Code]

def middleElementsFormUnsetInt(arr: List[int]) -> bool:
	n = len(arr)
	if n % 2 == 0:
		return False
	middle_index = n // 2
	num = 0
	for i in range(middle_index-1, middle_index+2):
		if i < 0 or i >= n:
			return False
		num = (num << 1) | arr[i]
	left = middle_index - 1
	right = n - middle_index - 1
	if num < (1 << left) or num > ((1 << right) - 1):
		return False
	return True 

[/Code]
[/STOP]<|im_end|>
","def middleElementsFormUnsetInt(arr: List[int]) -> bool:
	n = len(arr)
	if n % 2 == 0:
		return False
	middle_index = n // 2
	num = 0
	for i in range(middle_index-1, middle_index+2):
		if i < 0 or i >= n:
			return False
		num = (num << 1) | arr[i]
	left = middle_index - 1
	right = n - middle_index - 1
	if num < (1 << left) or num > ((1 << right) - 1):
		return False
	return True","assert middleElementsFormUnsetInt([0, 1, 0])==True
assert middleElementsFormUnsetInt([0, 0, 1, 0, 0])==False
assert middleElementsFormUnsetInt([1, 0, 1, 0])==True
assert middleElementsFormUnsetInt([1, 1, 0, 1, 1])==False"
"Betrothed Numbers are two positive integers such that the sum of the proper divisors of each is one greater than the other number. Given a pair of positive integers m and n, write a function to determine if the given pair is a Betrothed number. Return True if the pair is a Betrothed number, otherwise return False.","<|im_start|>system
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks<|im_end|>
<|im_start|>user

[Question]
        
Betrothed Numbers are two positive integers such that the sum of the proper divisors of each is one greater than the other number. Given a pair of positive integers m and n, write a function to determine if the given pair is a Betrothed number. Return True if the pair is a Betrothed number, otherwise return False.

e

[/Question]
<|im_end|>
<|im_start|>assistant


[Code]

def sumOfFactors(n: int) -> int : 
	result = 1
	for i in range(2, int(n**0.5) + 1) : 
		if (n % i == 0) : 
			if (i == (n // i)) : 
				result = result + i 
			else : 
				result = result + (i + n//i)
				
	return result

def areBetrothed(m: int, n: int) -> bool :
	if sumOfFactors(m) == n + 1 and sumOfFactors(n) == m + 1:
		return True
	else:
		return False 

[/Code]
[/STOP]<|im_end|>
","def sumOfFactors(n: int) -> int : 
	result = 1
	for i in range(2, int(n**0.5) + 1) : 
		if (n % i == 0) : 
			if (i == (n // i)) : 
				result = result + i 
			else : 
				result = result + (i + n//i)
				
	return result

def areBetrothed(m: int, n: int) -> bool :
	if sumOfFactors(m) == n + 1 and sumOfFactors(n) == m + 1:
		return True
	else:
		return False","a
s
s
e
r
t
 
a
r
e
B
e
t
r
o
t
h
e
d
(
4
8
,
7
5
)
=
=
T
r
u
e


a
s
s
e
r
t
 
a
r
e
B
e
t
r
o
t
h
e
d
(
1
4
0
,
1
5
7
)
=
=
T
r
u
e


a
s
s
e
r
t
 
a
r
e
B
e
t
r
o
t
h
e
d
(
3
5
,
3
5
)
=
=
F
a
l
s
e


a
s
s
e
r
t
 
a
r
e
B
e
t
r
o
t
h
e
d
(
2
2
0
,
2
8
4
)
=
=
T
r
u
e


a
s
s
e
r
t
 
a
r
e
B
e
t
r
o
t
h
e
d
(
1
1
8
4
,
1
2
1
0
)
=
=
T
r
u
e"
"You are given a string representing the characters of a donut with its center represented by the middle node. Write a function to determine the validity of the donut based on the characters present. The validity of the donut is determined by checking if the characters on the boundary of the donut form a valid Pascal's triangle pattern. Return True if the donut is valid, otherwise return False.","<|im_start|>system
You are an assistant tasked with generating code given a question and some Examples and/or Explanations along with the question. The question as well as some examples with input and expected outputs will be between [Question] and [/Question]. You must answer the programming question with python code within the [Code] and [/Code] blocks<|im_end|>
<|im_start|>user

[Question]
        
You are given a string representing the characters of a donut with its center represented by the middle node. Write a function to determine the validity of the donut based on the characters present. The validity of the donut is determined by checking if the characters on the boundary of the donut form a valid Pascal's triangle pattern. Return True if the donut is valid, otherwise return False.

assert isValidDonut('123') == False
assert isValidDonut('ab12ba') == False
assert isValidDonut('1a21') == True
assert isValidDonut('abcd') == False

[/Question]
<|im_end|>
<|im_start|>assistant


[Code]

def isValidDonut(donut: str) -> bool:
    # Remove punctuation and whitespace
    donut = ''.join(e for e in donut if e.isalnum())
    
    # Check if donut has the minimum characters to form Pascal's triangle
    if len(donut) < 3:
        return False
    
    # Check if the characters on the boundary form a valid Pascal's triangle pattern
    for i in range(1, len(donut)):
        area = donut[:i]
        values = list(map(int, area))
        
        # Checking if values at the boundary form a Pascal's triangle
        for j in range(2, len(values)):
            if values[j] != values[j-1] + values[j-2]:
                return False
    return True 

[/Code]
[/STOP]<|im_end|>
","def isValidDonut(donut: str) -> bool:
    # Remove punctuation and whitespace
    donut = ''.join(e for e in donut if e.isalnum())
    
    # Check if donut has the minimum characters to form Pascal's triangle
    if len(donut) < 3:
        return False
    
    # Check if the characters on the boundary form a valid Pascal's triangle pattern
    for i in range(1, len(donut)):
        area = donut[:i]
        values = list(map(int, area))
        
        # Checking if values at the boundary form a Pascal's triangle
        for j in range(2, len(values)):
            if values[j] != values[j-1] + values[j-2]:
                return False
    return True","assert isValidDonut('1a21') == True
assert isValidDonut('1234564321') == True
assert isValidDonut('1!3!5!3!1') == True
assert isValidDonut('ab12ba') == False
assert isValidDonut('abcd') == False
assert isValidDonut('123') == False"
